0	 1985.4	 4068.0
1	 7087.2	 1725.4
2	 2299.0	 2763.0
3	 10091.25	 3251.25
4	 2337.25	 4026.75
5	 10201.8	 3978.2
6	 7429.5	 3839.0
7	 11731.0	 3578.7
8	 5756.6	 4302.0
9	 7324.95	 3788.95
10	 6936.4	 2825.1
11	 11628.25	 3518.5
12	 9476.6	 4556.8
13	 12910.85	 5238.25
14	 13021.8	 5005.5
15	 13097.25	 5192.25
16	 13097.25	 5194.0
17	 6966.05	 2808.65
18	 9484.25	 4542.75
19	 13136.4	 5155.2
20	 9818.75	 1845.25
21	 2508.5	 2795.0
22	 2514.3	 4712.8
23	 13025.1	 4843.9
24	 13054.8	 4950.8
25	 13171.0	 4985.0
26	 9461.25	 4503.5
27	 7566.25	 3892.75
28	 11976.5	 3569.0
29	 9827.0	 1822.75
30	 7529.3	 3808.1
31	 9508.25	 4539.25
32	 2414.5	 2749.0
33	 13542.4	 4597.0
34	 11849.6	 3513.4
35	 11916.2	 3509.7
36	 11920.0	 3498.6
37	 11976.0	 3503.4
38	 7315.25	 3759.75
39	 11221.0	 3473.2
40	 9309.8	 4494.2
41	 13548.6	 4538.0
42	 13544.7	 4462.1
43	 7396.2	 3734.2
44	 11371.1	 3475.3
45	 7297.25	 3812.25
46	 11368.75	 3470.25
47	 11389.8	 3474.0
48	 12685.5	 3491.5
49	 2447.8	 2743.6
50	 13152.0	 2027.1
51	 7271.2	 3699.1
52	 7400.5	 3721.5
53	 8444.75	 3377.35
54	 9853.0	 4741.0
55	 7424.75	 3685.0
56	 9885.6	 1754.5
57	 7452.8	 3692.4
58	 7765.9	 2471.8
59	 9893.5	 2211.0
60	 9594.2	 2647.2
61	 8536.5	 1890.5
62	 7492.0	 3758.5
63	 13114.3	 2012.3
64	 7588.6	 3776.6
65	 11464.25	 3439.0
66	 9451.2	 3451.8
67	 7497.9	 3735.95
68	 13189.35	 2003.45
69	 12718.2	 2111.0
70	 7520.2	 3736.7
71	 13185.75	 2082.0
72	 12820.25	 1985.0
73	 4387.2	 2520.6
74	 7574.1	 3723.2
75	 11894.25	 4093.5
76	 11915.5	 4083.75
77	 7581.9	 3703.2
78	 11478.25	 3398.0
79	 2615.25	 2935.75
80	 12670.0	 1452.5
81	 9261.8	 4348.6
82	 10009.6	 2208.4
83	 11626.8	 3397.55
84	 11778.9	 3022.8
85	 7656.25	 3859.75
86	 12992.85	 2402.95
87	 7741.5	 3844.6
88	 7765.7	 3889.3
89	 11629.3	 3419.3
90	 11222.95	 3366.2
91	 7797.4	 3879.6
92	 8074.1	 1602.1
93	 7747.0	 3834.5
94	 12936.5	 1983.0
95	 2760.6	 2978.0
96	 7661.5	 3816.5
97	 8549.9	 1881.2
98	 11324.4	 3346.7
99	 7696.15	 3800.5
100	 9386.25	 4412.75
101	 13106.0	 5207.0
102	 8855.5	 4417.5
103	 7795.8	 3795.1
104	 9377.4	 4381.0
105	 9791.5	 1817.5
106	 12975.6	 3209.8
107	 9424.4	 4376.6
108	 6838.9	 2782.9
109	 6863.6	 2775.6
110	 6858.4	 2795.2
111	 11421.8	 3334.9
112	 8007.2	 3850.85
113	 9470.4	 4480.2
114	 7922.4	 3882.2
115	 6695.5	 2789.0
116	 7891.5	 3810.0
117	 11496.75	 3301.0
118	 1519.75	 3132.75
119	 2961.3	 3975.2
120	 11579.0	 3313.6
121	 8196.0	 2057.5
122	 2676.5	 4017.75
123	 8839.4	 4378.2
124	 2648.5	 2929.75
125	 11697.0	 3453.6
126	 8017.5	 3804.75
127	 10113.0	 2204.5
128	 7650.0	 3749.75
129	 7685.2	 3739.0
130	 11795.0	 3440.0
131	 12946.5	 1908.5
132	 11812.5	 3451.0
133	 7814.4	 3756.6
134	 7816.3	 3766.8
135	 7768.1	 3730.3
136	 7517.75	 3883.7
137	 2050.0	 3928.2
138	 11677.85	 3382.45
139	 6979.0	 2763.0
140	 7672.0	 3698.25
141	 11734.05	 3391.0
142	 11916.25	 4054.75
143	 13012.85	 1943.1
144	 11782.3	 3384.6
145	 7748.0	 3703.0
146	 7748.5	 3710.0
147	 13234.0	 4128.25
148	 11945.6	 3485.6
149	 1033.5	 3471.5
150	 9540.0	 4455.5
151	 9548.8	 4456.6
152	 9961.35	 3096.05
153	 7915.4	 3763.5
154	 6871.4	 2739.8
155	 7915.7	 3747.8
156	 2121.4	 3958.2
157	 13165.5	 1990.0
158	 7842.75	 3725.5
159	 12049.6	 4082.0
160	 11876.0	 3423.6
161	 11884.6	 3421.65
162	 4313.6	 2537.6
163	 8211.0	 3216.75
164	 7853.35	 3709.1
165	 10188.0	 2191.8
166	 11656.5	 3370.9
167	 11667.5	 3329.9
168	 11727.3	 3377.4
169	 7987.9	 3690.35
170	 3776.75	 2458.75
171	 8010.5	 3692.9
172	 9520.3	 1295.7
173	 13052.75	 1920.5
174	 12504.6	 3057.8
175	 9442.7	 3438.5
176	 9547.05	 1320.3
177	 11731.5	 3284.4
178	 11755.4	 3288.4
179	 7438.5	 3681.8
180	 7516.5	 3781.25
181	 10154.25	 2151.25
182	 11853.1	 3353.8
183	 9533.5	 4402.25
184	 2974.6	 2954.0
185	 11843.75	 3337.5
186	 9102.5	 4238.1
187	 11843.0	 3514.0
188	 13107.35	 1918.4
189	 6424.25	 3991.25
190	 10291.75	 4604.05
191	 11955.15	 3357.1
192	 11851.25	 3504.25
193	 10801.7	 2843.2
194	 11982.25	 4006.0
195	 6250.6	 4616.2
196	 7034.5	 2885.5
197	 1605.5	 3085.0
198	 6489.3	 2194.8
199	 9619.25	 4621.5
200	 13155.9	 1907.7
201	 10209.6	 2115.8
202	 7848.8	 2476.9
203	 11920.5	 3283.0
204	 7477.05	 3583.6
205	 9903.7	 2096.5
206	 2966.2	 2927.9
207	 7315.4	 1916.0
208	 7522.0	 3581.9
209	 10550.75	 3250.5
210	 7717.7	 1063.4
211	 6299.2	 4610.0
212	 9202.2	 3080.6
213	 10536.4	 3223.4
214	 9929.5	 2099.0
215	 7586.0	 3587.3
216	 7611.55	 3587.05
217	 1831.0	 3902.5
218	 7620.25	 3560.75
219	 13291.4	 2072.6
220	 9687.1	 1481.05
221	 7338.25	 3565.5
222	 3820.2	 2417.3
223	 12201.5	 2000.0
224	 6010.0	 4581.5
225	 7343.5	 3524.0
226	 10746.25	 3820.75
227	 3836.7	 2421.85
228	 1580.85	 3868.65
229	 6052.5	 4591.25
230	 8997.6	 3694.0
231	 9508.0	 1721.25
232	 7454.1	 3554.1
233	 9722.25	 4588.5
234	 6134.5	 4578.25
235	 3013.25	 2914.0
236	 12216.2	 3718.8
237	 9682.9	 1456.4
238	 10747.7	 3234.1
239	 3069.25	 2915.75
240	 6136.2	 4564.4
241	 10118.25	 3155.0
242	 7543.5	 3561.25
243	 10830.05	 3259.95
244	 9644.0	 4536.75
245	 5960.4	 4537.8
246	 10029.0	 2028.5
247	 10788.5	 3238.0
248	 6994.7	 2804.1
249	 11827.75	 3957.0
250	 5993.25	 4520.0
251	 7558.75	 3495.25
252	 8057.9	 1520.0
253	 2922.0	 3875.5
254	 7138.25	 2842.5
255	 7619.8	 3497.6
256	 13286.4	 2037.4
257	 7623.7	 3500.65
258	 6657.5	 3723.5
259	 6117.65	 4515.75
260	 7717.0	 3663.25
261	 13035.5	 2010.5
262	 10071.0	 2903.6
263	 10443.25	 4636.5
264	 6088.25	 4508.5
265	 7700.3	 3631.9
266	 10426.25	 4591.0
267	 10650.75	 3142.75
268	 2934.2	 3868.4
269	 7819.5	 3638.9
270	 8528.75	 3426.0
271	 10502.6	 3090.0
272	 7716.2	 3609.45
273	 7114.0	 2800.0
274	 10713.8	 2388.6
275	 6156.75	 4592.15
276	 8229.0	 2034.2
277	 11838.0	 2973.1
278	 7746.9	 3605.0
279	 7763.8	 3609.5
280	 7803.3	 3628.4
281	 10597.1	 3072.1
282	 2848.2	 2898.4
283	 11286.0	 1139.3
284	 13395.35	 2021.45
285	 13368.0	 2017.7
286	 2081.0	 3894.6
287	 9842.0	 4606.75
288	 12558.6	 2147.05
289	 7846.4	 3632.7
290	 10779.75	 3155.5
291	 7914.0	 3641.5
292	 9544.95	 2563.15
293	 7965.6	 3671.4
294	 7230.25	 2888.75
295	 12677.25	 1421.0
296	 6602.1	 4003.6
297	 9874.25	 4568.5
298	 10726.5	 3099.5
299	 13289.2	 1809.8
300	 7985.5	 3632.75
301	 10227.7	 3319.5
302	 10825.0	 3095.6
303	 3999.5	 2443.9
304	 8175.5	 2036.5
305	 7857.1	 3577.8
306	 10190.0	 3316.75
307	 10183.25	 2058.5
308	 8002.5	 3609.5
309	 9778.5	 4538.0
310	 9787.5	 4540.1
311	 7684.75	 3548.75
312	 10382.9	 4523.6
313	 13211.4	 2097.0
314	 7608.8	 4795.4
315	 10998.0	 3222.5
316	 8232.25	 2584.05
317	 12101.2	 3989.8
318	 9392.9	 1248.1
319	 12086.0	 3979.5
320	 7672.65	 3482.75
321	 7140.0	 1767.0
322	 10090.0	 1984.4
323	 6325.4	 3941.3
324	 7296.4	 2875.4
325	 7764.0	 3483.5
326	 2847.5	 2875.5
327	 7809.85	 3497.5
328	 2810.6	 2862.2
329	 7169.2	 2825.2
330	 7837.2	 3516.6
331	 7902.4	 3516.9
332	 7925.1	 3566.7
333	 11046.0	 3217.0
334	 3935.75	 2408.5
335	 7139.3	 2803.2
336	 9499.5	 3439.25
337	 7148.75	 2798.65
338	 7973.5	 3560.0
339	 11087.65	 3191.9
340	 11088.7	 3174.0
341	 10252.4	 2217.8
342	 2265.4	 3940.0
343	 10828.15	 2858.9
