BronxA_001	0.223953214159	0.233115551376	0.688978674217	0.689386594213
BronxA_002	0.164604120464	0.170295826033	0.623458419659	0.623630397246
BronxA_003	0.168111757417	0.181482254277	0.590795969266	0.59412912145
BronxA_004	0.279581740461	0.322432490491	0.660421653861	0.669158989095
BronxA_005	0.437769816111	0.467385021663	0.696896209157	0.699154664845
BronxA_006	0.239719284961	0.26460604952	0.652916734479	0.654159861179
BronxA_007	0.214414663007	0.220588651561	0.668971464953	0.670181604921
BronxA_008	0.179755585487	0.183502437416	0.681618258851	0.682533973381
BronxA_009	0.299779059981	0.325485729545	0.573724401164	0.569530596042
BronxA_010	0.1675486952	0.177175524528	0.538533534199	0.538592333328
BronxA_014_a	0.271644873355	0.29379452804	0.553877422434	0.555610584062
BronxA_014_b	0.296941485501	0.337284435617	0.557542978649	0.566823941248
BronxA_014_c	0.210616965782	0.236032092976	0.538928313791	0.542101941286
BronxA_014_d	0.231185296391	0.274587059959	0.585237205761	0.594930316931
BronxA_014_e	0.510666666667	0.666666666667	0.624253034547	0.736666666667
BronxA_015_a	0.320731242075	0.36047753704	0.610489436262	0.617485360847
BronxA_015_b	0.334837430428	0.383597020433	0.585430812431	0.599679984071
BronxA_015_c	0.367972069095	0.412986419635	0.609341102544	0.623518964453
BronxA_016	0.105302186679	0.106460979897	0.671911475598	0.67269050545
BronxA_017	0.314057548325	0.345123233918	0.662024646782	0.673233664656
BronxA_018	0.261502363993	0.272562769228	0.670106733176	0.67011689035
BronxA_019	0.25081187595	0.25707610447	0.678592559223	0.679042741543
BronxA_020	0.176357251925	0.184326963546	0.618323177697	0.618443699849
BronxA_021	0.229685658992	0.240784682454	0.668916736071	0.672249891527
BronxA_023	0.189623447095	0.19532486445	0.675885249828	0.678868713628
BronxA_026	0.353392337836	0.37392583042	0.678580695172	0.682438696632
BronxA_027	0.410222999767	0.430883396825	0.650573811244	0.660725600308
BronxA_029	0.375910419844	0.404960323027	0.649688985396	0.649747488433
BronxA_030_a	0.345361924004	0.376149940582	0.66804999458	0.669042205727
BronxA_030_b	0.381748991339	0.404832480444	0.663940680794	0.664545008197
BronxA_031	0.125502496555	0.130620442085	0.664613815095	0.665452918716
BronxA_032	0.273258138223	0.295844286093	0.65488978085	0.661142742489
BronxA_033_a	0.251171996951	0.263013408332	0.633053575554	0.633379949176
BronxA_033_b	0.282223573537	0.2978764788	0.63146434091	0.631543374059
BronxA_035	0.271303647904	0.276842644912	0.686288650789	0.687121703667
BronxA_036	0.186954932048	0.193392514388	0.679659802398	0.680479753575
BronxA_037	0.306773182442	0.319218103464	0.681978890147	0.683380208319
BronxA_038	0.232229872836	0.244476348375	0.691621949936	0.693039004824
BronxA_039	0.300078759524	0.315135285459	0.688474751684	0.690083007193
