BronxA_001	3.393960536965198
BronxA_002	3.088866664968023
BronxA_003	2.824541713430602
BronxA_004	3.074699212325803
BronxA_005	3.288917571432187
BronxA_006	3.0053109270342038
BronxA_007	3.218894324051048
BronxA_008	3.217266833861733
BronxA_009	2.861595653417215
BronxA_010	3.0199366939103323
BronxA_014_a	2.9782082324455206
BronxA_014_b	2.924934725848564
BronxA_014_c	3.0830235439900866
BronxA_014_d	2.9786729857819907
BronxA_014_e	2.4342105263157894
BronxA_015_a	2.9625122394740524
BronxA_015_b	2.8476479514415782
BronxA_015_c	2.7844444444444445
BronxA_016	3.262077997671711
BronxA_017	2.774405685809983
