BronxA_001	9.70892928796e-05
BronxA_002	0.000516776146601
BronxA_003	4.16078561692e-05
BronxA_004	5.7375398824e-05
BronxA_005	0.000248160865079
BronxA_006	7.58585877888e-05
BronxA_007	0.000136083780195
BronxA_008	0.000104054550916
BronxA_009	5.07013455228e-05
BronxA_010	0.000282211280015
BronxA_014_a	0.000227412897241
BronxA_014_b	0.000223616359006
BronxA_014_c	0.000265123953619
BronxA_014_d	0.000304010287789
BronxA_014_e	1.2165392369e-05
BronxA_015_a	0.000130729658875
BronxA_015_b	0.000140466429604
BronxA_015_c	8.59784739687e-05
BronxA_016	9.26138298916e-05
BronxA_017	2.15418114547e-05
BronxA_018	0.000228944048481
BronxA_019	0.000104083633003
BronxA_020	9.03602239429e-05
BronxA_021	0.000124316539192
